e0_n,e0_F_d_in,e0_p,time_hours
1.0,0.0,487.44982,0.0
1.0,0.0,487.44982,0.4752777777777778
1.0,0.0,487.44982,2.0211111111111113
1.0,0.0,487.44982,3.556388888888889
1.0,0.0,487.44982,4.517777777777778
1.0,0.0,487.44982,5.229722222222223
1.0,0.0,487.44982,6.110555555555556
1.0,0.0,487.44982,7.120555555555556
1.0,0.0,487.44982,9.372222222222222
1.0,0.0,487.44982,9.579166666666667
1.0,0.0,487.44982,9.7875
1.0,0.0,487.44982,10.0
