e0_n,e0_F_d_in,e0_p,time_hours
1.0,0.0,487.44982,142.37991345616973
1.0,0.0,487.44982,143.7757677275264
1.0,0.0,487.44982,145.17162199888307
1.0,0.0,487.44982,146.56747627023998
1.0,0.0,487.44982,147.9633305415967
1.0,0.0,487.44982,149.35918481295363
1.0,0.0,487.44982,150.75503908431028
1.0,0.0,487.44982,152.15089335566722
1.0,0.0,487.44982,153.54674762702388
1.0,0.0,487.44982,154.94260189838053
1.0,0.0,487.44982,156.3384561697375
1.0,0.0,487.44982,157.73431044109418
1.0,0.0,487.44982,159.13016471245112
1.0,0.0,487.44982,160.52601898380777
1.0,0.0,487.44982,161.92187325516474
1.0,0.0,487.44982,163.3177275265214
1.0,0.0,487.44982,164.71358179787805
1.0,0.0,487.44982,166.109436069235
1.0,0.0,487.44982,167.50529034059167
1.0,0.0,487.44982,168.9011446119486
1.0,0.0,487.44982,170.2969988833053
1.0,0.0,487.44982,171.69285315466195
1.0,0.0,487.44982,173.08870742601889
1.0,0.0,487.44982,174.48456169737554
1.0,0.0,487.44982,175.8804159687325
1.0,0.0,487.44982,177.27627024008916
1.0,0.0,487.44982,178.6721245114461
1.0,0.0,487.44982,180.06797878280278
1.0,0.0,487.44982,181.46383305415944
1.0,0.0,487.44982,182.8596873255164
1.0,0.0,487.44982,184.25554159687306
1.0,0.0,487.44982,185.65139586823
1.0,0.0,487.44982,187.04725013958665
1.0,0.0,487.44982,188.4431044109436
1.0,0.0,487.44982,189.8389586823003
1.0,0.0,487.44982,191.23481295365696
1.0,0.0,487.44982,192.6306672250139
1.0,0.0,487.44982,194.02652149637055
1.0,0.0,487.44982,195.4223757677275
1.0,0.0,487.44982,196.81823003908414
1.0,0.0,487.44982,198.2140843104411
1.0,0.0,487.44982,199.6099385817978
1.0,0.0,487.44982,201.00579285315445
1.0,0.0,487.44982,202.40164712451138
1.0,0.0,487.44982,203.79750139586804
1.0,0.0,487.44982,205.193355667225
1.0,0.0,487.44982,206.58920993858166
1.0,0.0,487.44982,207.9850642099386
1.0,0.0,487.44982,209.38091848129525
1.0,0.0,487.44982,210.77677275265196
1.0,0.0,487.44982,212.1726270240089
1.0,0.0,487.44982,213.56848129536556
1.0,0.0,487.44982,214.9643355667225
1.0,0.0,487.44982,216.36018983807915
1.0,0.0,487.44982,217.75604410943586
1.0,0.0,487.44982,219.15189838079277
1.0,0.0,487.44982,220.54775265214946
1.0,0.0,487.44982,221.9436069235064
1.0,0.0,487.44982,223.33946119486305
1.0,0.0,487.44982,224.73531546622002
1.0,0.0,487.44982,226.13116973757667
1.0,0.0,487.44982,227.52702400893332
1.0,0.0,487.44982,228.92287828029026
1.0,0.0,487.44982,230.31873255164695
1.0,0.0,487.44982,231.7145868230039
1.0,0.0,487.44982,233.11044109436057
1.0,0.0,487.44982,234.5062953657175
1.0,0.0,487.44982,235.90214963707416
1.0,0.0,487.44982,237.29800390843081
1.0,0.0,487.44982,238.69385817978778
1.0,0.0,487.44982,240.08971245114446
1.0,0.0,487.44982,241.48556672250137
1.0,0.0,487.44982,242.88142099385806
1.0,0.0,487.44982,244.2772752652147
1.0,0.0,487.44982,245.67312953657168
1.0,0.0,487.44982,247.06898380792833
1.0,0.0,487.44982,248.46483807928527
1.0,0.0,487.44982,249.86069235064195
1.0,0.0,487.44982,251.25654662199887
1.0,0.0,487.44982,252.65240089335558
1.0,0.0,487.44982,254.04825516471223
1.0,0.0,487.44982,255.44410943606917
1.0,0.0,487.44982,256.83996370742585
1.0,0.0,487.44982,258.2358179787828
1.0,0.0,487.44982,259.63167225013945
1.0,0.0,487.44982,261.0275265214964
1.0,0.0,487.44982,262.4233807928531
1.0,0.0,487.44982,263.81923506420975
1.0,0.0,487.44982,265.2150893355667
1.0,0.0,487.44982,266.61094360692334
1.0,0.0,487.44982,268.0067978782803
1.0,0.0,487.44982,269.40265214963694
1.0,0.0,487.44982,270.7985064209939
1.0,0.0,487.44982,272.1943606923506
1.0,0.0,487.44982,273.59021496370724
1.0,0.0,487.44982,274.9860692350642
1.0,0.0,487.44982,276.38192350642083
1.0,0.0,487.44982,277.77777777777777
